id_siniestro,id_poliza,id_asegurado,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,monto_pagado,estado,sucursal,descripcion,documentos_completos,beneficiario,id_proveedor,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,ciudad,suma_asegurada,etiqueta_fraude_simulada
SIN-00312,POL-00161,ASG-00099,Salud,Incendio,2026-08-30,2026-09-02,6505.26,7024.72,5911.97,Pago Parcial,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica del Sur,P006,189,176,3,0,Cuenca,16227.06,0
SIN-00313,POL-00461,ASG-00374,Vida,Incendio,2024-11-30,2024-12-03,688.22,750.58,605.03,Pago Total,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,101,264,3,0,Ambato,13095.83,0
SIN-00314,POL-00438,ASG-00056,Vida,Dano parcial,2024-12-10,2024-12-13,34669.18,28509.44,21328.64,Cierre Sin Consecuencia,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,False,Grua Rapida,P007,17,348,3,2,Ambato,44499.51,0
SIN-00315,POL-00104,ASG-00063,Vehiculos,Atencion medica,2025-12-05,2025-12-07,9921.63,9341.73,9007.81,Reserva,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,131,234,2,0,Cuenca,40143.2,0
SIN-00316,POL-00587,ASG-00017,Hogar,Atencion medica,2025-12-15,2025-12-15,1940.49,2109.62,1705.35,Negativa,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,328,37,0,1,Loja,17140.52,0
SIN-00317,POL-00204,ASG-00060,Vehiculos,Responsabilidad Civil,2026-02-15,2026-02-18,28595.5,29791.35,27986.86,Liquidado,Norte,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,False,Taller Central,P005,11,354,3,3,Manta,45063.14,0
SIN-00318,POL-00342,ASG-00117,Hogar,Dano parcial,2025-10-22,2025-10-22,8845.48,9195.56,8771.55,Reserva,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,167,198,0,0,Cuenca,18111.04,0
SIN-00319,POL-00339,ASG-00182,Hogar,Dano parcial,2026-06-07,2026-06-12,20284.72,19725.29,13845.3,Negativa,Norte,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica San Marcos,P002,21,344,5,3,Loja,26937.22,0
SIN-00320,POL-00266,ASG-00298,Vida,Atencion medica,2026-07-31,2026-08-03,7251.15,7744.03,7081.69,Liquidado,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Peritajes Express,P004,99,266,3,1,Cuenca,21071.23,0
SIN-00321,POL-00547,ASG-00284,Vehiculos,Dano parcial,2025-05-13,2025-05-15,16657.87,17966.17,16123.74,Pago Total,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,8,357,2,1,Guayaquil,34733.03,0
SIN-00322,POL-00141,ASG-00190,Vida,Robo,2024-09-05,2024-09-20,24727.93,20147.43,0.0,Negativa,Este,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,False,Grua Rapida,P007,1,364,15,6,Manta,25059.89,1
SIN-00323,POL-00529,ASG-00384,Salud,Robo,2025-04-08,2025-04-13,25659.73,21997.94,21899.95,Liquidado,Centro,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Clinica San Marcos,P002,14,351,5,3,Loja,31492.59,0
SIN-00324,POL-00370,ASG-00395,Vehiculos,Incendio,2026-11-30,2026-12-02,4212.76,4477.25,3155.36,Pago Parcial,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,189,176,2,1,Ambato,27496.36,0
SIN-00325,POL-00010,ASG-00129,Salud,Robo,2025-01-12,2025-01-15,10734.07,11377.08,10219.87,Pago Parcial,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,153,212,3,0,Cuenca,27311.11,0
SIN-00326,POL-00167,ASG-00005,Vida,Atencion medica,2026-05-07,2026-05-10,11310.93,9145.38,6472.63,Reserva,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller El Veloz,P001,104,261,3,1,Quito,34131.72,0
SIN-00327,POL-00387,ASG-00270,Salud,Choque,2024-09-03,2024-09-06,29855.27,28043.95,23122.88,Liquidado,Este,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Taller Norte,P003,22,343,3,3,Guayaquil,47637.65,0
SIN-00328,POL-00132,ASG-00334,Salud,Atencion medica,2025-10-20,2025-10-20,2204.03,1846.43,1577.63,Pago Total,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,51,314,0,0,Quito,8316.92,0
SIN-00329,POL-00108,ASG-00016,Vida,Robo,2025-01-15,2025-01-19,10298.14,10586.16,7828.59,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,False,Peritajes Express,P004,20,345,4,3,Quito,12776.32,0
SIN-00330,POL-00203,ASG-00090,Vehiculos,Robo,2025-08-03,2025-08-14,19432.05,18366.27,0.0,Pago Parcial,Sur,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica San Marcos,P002,1,364,11,6,Manta,21209.66,1
SIN-00331,POL-00563,ASG-00123,Salud,Responsabilidad Civil,2026-10-20,2026-10-22,2633.48,2724.56,2255.81,Reserva,Oeste,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,283,82,2,0,Cuenca,6692.95,0
SIN-00332,POL-00303,ASG-00286,Vida,Atencion medica,2026-03-01,2026-03-04,7427.43,6827.79,6707.45,Liquidado,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,316,49,3,0,Cuenca,30159.22,0
SIN-00333,POL-00539,ASG-00074,Generales,Dano parcial,2025-03-29,2025-03-29,6080.96,6130.27,6125.07,Pago Total,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Norte,P003,123,242,0,0,Manta,14827.39,0
SIN-00334,POL-00156,ASG-00156,Hogar,Atencion medica,2025-05-13,2025-05-13,13061.71,11976.7,10258.34,Negativa,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,255,110,0,1,Manta,27122.86,0
SIN-00335,POL-00320,ASG-00135,Salud,Dano parcial,2026-11-23,2026-11-23,1759.26,1483.3,1404.29,Pago Total,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Peritajes Express,P004,201,164,0,0,Manta,22951.88,0
SIN-00336,POL-00073,ASG-00395,Vehiculos,Atencion medica,2024-11-23,2024-11-24,3631.1,3129.1,2324.05,Pago Parcial,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,180,185,1,0,Ambato,8038.97,0
SIN-00337,POL-00483,ASG-00067,Vehiculos,Atencion medica,2025-11-25,2025-11-25,10391.48,8792.26,8476.34,Cierre Sin Consecuencia,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,195,170,0,1,Cuenca,35397.32,0
SIN-00338,POL-00173,ASG-00077,Generales,Robo,2026-05-10,2026-05-10,4087.27,3565.68,3405.19,Negativa,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,17,348,0,1,Guayaquil,45485.92,0
SIN-00339,POL-00258,ASG-00258,Vehiculos,Robo,2025-12-31,2026-01-11,34378.97,28575.44,0.0,Cierre Sin Consecuencia,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,8,357,11,5,Loja,35864.54,1
SIN-00340,POL-00041,ASG-00016,Salud,Incendio,2025-02-10,2025-02-13,5349.55,5788.53,5464.07,Cierre Sin Consecuencia,Este,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,251,114,3,0,Quito,17368.38,0
SIN-00341,POL-00337,ASG-00185,Hogar,Incendio,2025-11-22,2025-11-29,34374.71,31133.64,30812.23,Pago Parcial,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,False,Clinica San Marcos,P002,11,354,7,3,Loja,46933.01,0
SIN-00342,POL-00270,ASG-00185,Salud,Dano parcial,2026-01-13,2026-01-20,14270.59,15083.93,12069.09,Liquidado,Oeste,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller Norte,P003,21,344,7,3,Loja,19920.33,0
SIN-00343,POL-00416,ASG-00010,Hogar,Responsabilidad Civil,2025-05-14,2025-05-15,13362.7,14121.61,11941.69,Pago Parcial,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica del Sur,P006,29,336,1,1,Cuenca,34223.5,0
SIN-00344,POL-00519,ASG-00090,Generales,Dano parcial,2025-11-21,2025-11-22,7940.62,6574.91,6006.18,Cierre Sin Consecuencia,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Central,P005,23,342,1,0,Manta,34662.0,0
SIN-00345,POL-00301,ASG-00186,Vehiculos,Robo,2026-03-01,2026-03-03,23040.05,21849.98,20756.92,Pago Total,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,25,340,2,2,Quito,34320.92,0
SIN-00346,POL-00022,ASG-00331,Vida,Incendio,2026-10-11,2026-10-12,4692.5,4637.02,4482.06,Negativa,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Premium,P008,152,213,1,1,Guayaquil,19921.85,0
SIN-00347,POL-00079,ASG-00342,Salud,Responsabilidad Civil,2024-12-10,2024-12-16,28301.29,27186.44,19885.31,Liquidado,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Norte,P003,18,347,6,3,Manta,36855.53,0
SIN-00348,POL-00449,ASG-00321,Salud,Choque,2025-02-25,2025-02-26,654.72,699.73,589.86,Cierre Sin Consecuencia,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Premium,P008,26,339,1,0,Ambato,10920.7,0
SIN-00349,POL-00584,ASG-00361,Vida,Responsabilidad Civil,2025-11-21,2025-11-21,14335.8,14497.3,14248.3,Negativa,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,193,172,0,1,Guayaquil,38627.9,0
SIN-00350,POL-00007,ASG-00007,Hogar,Atencion medica,2025-12-26,2025-12-26,15968.13,15312.34,14073.79,Cierre Sin Consecuencia,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,324,41,0,0,Guayaquil,40062.61,0
SIN-00351,POL-00123,ASG-00361,Vida,Robo,2026-01-02,2026-01-16,19752.24,20822.41,0.0,Pago Total,Norte,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Clinica San Marcos,P002,10,355,14,4,Guayaquil,20145.25,1
SIN-00352,POL-00084,ASG-00131,Vehiculos,Choque,2026-02-17,2026-02-19,2091.16,2288.99,1642.91,Pago Parcial,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,299,66,2,0,Manta,35335.42,0
SIN-00353,POL-00029,ASG-00125,Generales,Robo,2026-04-09,2026-04-10,4106.34,3944.4,3915.73,Reserva,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica del Sur,P006,354,11,1,0,Guayaquil,12206.11,0
SIN-00354,POL-00040,ASG-00351,Vida,Atencion medica,2026-06-29,2026-07-01,4215.27,4510.63,3830.86,Liquidado,Sur,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Clinica San Marcos,P002,339,26,2,0,Guayaquil,42795.13,0
SIN-00355,POL-00253,ASG-00218,Vehiculos,Robo,2025-09-09,2025-09-23,38240.22,40317.9,0.0,Reserva,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller El Veloz,P001,4,361,14,3,Loja,42293.69,1
SIN-00356,POL-00330,ASG-00138,Vida,Atencion medica,2026-10-17,2026-10-20,10148.73,9725.17,6929.08,Reserva,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,329,36,3,0,Manta,20439.34,0
SIN-00357,POL-00395,ASG-00020,Vida,Dano parcial,2025-10-29,2025-11-05,9582.0,9623.59,6865.63,Pago Total,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Peritajes Express,P004,12,353,7,3,Ambato,11228.37,0
SIN-00358,POL-00016,ASG-00394,Generales,Robo,2024-11-22,2024-11-22,17577.42,17540.13,17094.15,Pago Parcial,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller El Veloz,P001,177,188,0,0,Cuenca,37724.6,0
SIN-00359,POL-00265,ASG-00237,Generales,Responsabilidad Civil,2024-12-22,2024-12-24,5008.91,5044.4,4160.45,Negativa,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Grua Rapida,P007,102,263,2,1,Cuenca,35225.84,0
SIN-00360,POL-00460,ASG-00270,Generales,Robo,2025-12-13,2025-12-13,7049.48,7547.63,6389.53,Pago Total,Oeste,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,129,236,0,0,Guayaquil,20923.4,0
SIN-00361,POL-00584,ASG-00361,Vida,Robo,2025-05-19,2025-05-30,38435.57,32214.18,0.0,Reserva,Este,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Grua Rapida,P007,7,358,11,4,Guayaquil,38627.9,1
SIN-00362,POL-00516,ASG-00289,Hogar,Responsabilidad Civil,2025-10-31,2025-11-02,1832.33,1653.5,1628.9,Pago Total,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,339,26,2,0,Ambato,26292.22,0
SIN-00363,POL-00200,ASG-00247,Hogar,Incendio,2026-03-02,2026-03-02,2464.15,2416.09,1899.87,Pago Total,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,58,307,0,0,Manta,5573.72,0
SIN-00364,POL-00174,ASG-00164,Salud,Robo,2025-07-18,2025-07-25,23033.13,24049.16,22380.36,Reserva,Sur,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica del Sur,P006,14,351,7,2,Quito,34493.03,0
SIN-00365,POL-00488,ASG-00201,Salud,Dano parcial,2024-07-14,2024-07-19,30181.17,27270.01,27171.65,Negativa,Este,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,23,342,5,3,Loja,34933.13,0
SIN-00366,POL-00179,ASG-00046,Salud,Robo,2025-09-11,2025-09-13,14741.56,12430.01,10416.1,Cierre Sin Consecuencia,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,185,180,2,1,Cuenca,38489.45,0
SIN-00367,POL-00432,ASG-00353,Vida,Incendio,2026-09-09,2026-09-12,20614.92,18581.06,16715.75,Pago Total,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Grua Rapida,P007,119,246,3,1,Manta,43076.22,0
SIN-00368,POL-00373,ASG-00376,Salud,Incendio,2025-11-12,2025-11-14,7475.46,6297.32,4613.39,Cierre Sin Consecuencia,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,167,198,2,1,Quito,21999.6,0
SIN-00369,POL-00394,ASG-00162,Vehiculos,Incendio,2024-08-04,2024-08-11,31311.34,31072.48,27111.38,Pago Total,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Grua Rapida,P007,11,354,7,2,Manta,47450.66,0
SIN-00370,POL-00037,ASG-00096,Vida,Choque,2026-04-01,2026-04-01,1951.45,2060.3,1635.85,Pago Parcial,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica San Marcos,P002,40,325,0,1,Guayaquil,36204.48,0
SIN-00371,POL-00598,ASG-00178,Vida,Responsabilidad Civil,2025-06-30,2025-07-01,6134.99,6565.94,4895.6,Negativa,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Premium,P008,163,202,1,0,Loja,34010.8,0
SIN-00372,POL-00041,ASG-00016,Salud,Incendio,2025-04-03,2025-04-06,4595.6,4959.95,4342.27,Pago Total,Este,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,303,62,3,1,Quito,17368.38,0
SIN-00373,POL-00379,ASG-00269,Vida,Dano parcial,2025-04-19,2025-04-26,8524.02,9278.16,7387.36,Cierre Sin Consecuencia,Norte,Colision frontal con vehiculo desconocido en horas de la madrugada sin testigos.,True,Clinica San Marcos,P002,20,345,7,2,Manta,11935.92,0
SIN-00374,POL-00526,ASG-00230,Vida,Choque,2025-08-18,2025-08-21,9335.07,9286.73,8452.36,Pago Parcial,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Central,P005,228,137,3,0,Quito,48279.32,0
SIN-00375,POL-00011,ASG-00070,Hogar,Robo,2024-11-16,2024-11-21,16252.46,14790.36,12627.64,Negativa,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,False,Taller El Veloz,P001,26,339,5,3,Cuenca,22806.14,0
SIN-00376,POL-00274,ASG-00283,Hogar,Responsabilidad Civil,2026-03-14,2026-03-14,20599.59,16621.86,12276.2,Reserva,Sur,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Clinica San Marcos,P002,85,280,0,0,Cuenca,49942.77,0
SIN-00377,POL-00586,ASG-00238,Vehiculos,Choque,2026-07-17,2026-07-17,3071.3,2601.0,2309.27,Negativa,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,119,246,0,0,Loja,8181.44,0
SIN-00378,POL-00143,ASG-00343,Hogar,Choque,2025-01-01,2025-01-02,2156.58,2005.38,1816.23,Pago Total,Norte,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Peritajes Express,P004,19,346,1,0,Loja,23629.4,0
SIN-00379,POL-00198,ASG-00102,Generales,Responsabilidad Civil,2026-10-13,2026-10-16,5428.46,4811.89,4344.4,Reserva,Este,Dano por granizo en estacionamiento del trabajo. Evidencia fotografica adjunta.,True,Taller Premium,P008,328,37,3,1,Loja,16834.73,0
SIN-00380,POL-00148,ASG-00350,Vida,Responsabilidad Civil,2025-06-07,2025-06-07,5659.02,4802.96,4277.46,Liquidado,Centro,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Peritajes Express,P004,360,5,0,0,Ambato,42015.38,0
SIN-00381,POL-00258,ASG-00258,Vehiculos,Choque,2026-07-24,2026-07-24,2806.48,2767.06,2615.73,Reserva,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Central,P005,213,152,0,0,Loja,35864.54,0
SIN-00382,POL-00068,ASG-00331,Vehiculos,Atencion medica,2026-11-15,2026-11-18,6766.31,6427.38,5971.19,Pago Parcial,Oeste,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Taller Central,P005,249,116,3,1,Guayaquil,32044.96,0
SIN-00383,POL-00477,ASG-00160,Vehiculos,Incendio,2025-03-15,2025-03-20,23208.25,25178.4,24221.84,Pago Parcial,Este,Robo de autopartes reportado inmediatamente a la policia. Denuncia adjunta.,True,Taller Premium,P008,25,340,5,3,Ambato,31742.94,0
SIN-00384,POL-00155,ASG-00122,Vehiculos,Choque,2026-06-19,2026-06-24,29881.23,28363.17,21201.32,Liquidado,Centro,Impacto en la parte trasera por vehiculo que huyo del lugar del accidente.,False,Taller Norte,P003,23,342,5,2,Ambato,46437.57,0
SIN-00385,POL-00446,ASG-00363,Vida,Responsabilidad Civil,2025-05-22,2025-05-22,10217.47,11095.0,10116.5,Liquidado,Centro,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Taller Norte,P003,193,172,0,0,Guayaquil,48883.61,0
SIN-00386,POL-00316,ASG-00263,Hogar,Atencion medica,2025-06-30,2025-07-05,32332.16,29174.25,23689.68,Cierre Sin Consecuencia,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Norte,P003,30,335,5,3,Cuenca,41591.63,0
SIN-00387,POL-00215,ASG-00385,Vida,Atencion medica,2026-10-01,2026-10-04,8036.92,7821.26,6251.68,Pago Total,Sur,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,330,35,3,1,Guayaquil,19890.27,0
SIN-00388,POL-00020,ASG-00019,Hogar,Choque,2025-05-15,2025-05-18,16105.52,13277.27,11249.59,Liquidado,Centro,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Clinica del Sur,P006,73,292,3,1,Loja,41553.36,0
SIN-00389,POL-00147,ASG-00089,Salud,Choque,2026-09-01,2026-09-04,6660.79,6040.34,5352.92,Liquidado,Sur,Colision leve en interseccion con semaforo. El tercero presento sus datos.,True,Clinica del Sur,P006,203,162,3,1,Loja,41380.73,0
SIN-00390,POL-00124,ASG-00224,Vida,Responsabilidad Civil,2027-01-19,2027-01-20,3666.54,3206.27,2606.06,Cierre Sin Consecuencia,Norte,Choque en parqueadero de centro comercial con camaras de seguridad.,True,Taller Central,P005,268,97,1,1,Quito,12839.12,0
SIN-00391,POL-00432,ASG-00353,Vida,Robo,2026-06-07,2026-06-14,30617.96,25484.05,19930.2,Pago Parcial,Sur,Accidente en carretera con policia presente. Croquis firmado por ambas partes.,True,Clinica San Marcos,P002,25,340,7,3,Manta,43076.22,0
SIN-00392,POL-00489,ASG-00250,Vehiculos,Robo,2024-08-29,2024-09-06,9705.84,8282.96,0.0,Liquidado,Norte,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Grua Rapida,P007,7,358,8,6,Manta,10079.92,1
SIN-00393,POL-00168,ASG-00130,Generales,Robo,2025-07-22,2025-08-04,17023.26,15664.26,0.0,Reserva,Oeste,El vehiculo fue impactado por un tercero que se dio a la fuga sin dejar datos.,False,Clinica San Marcos,P002,6,359,13,6,Loja,18745.69,1
SIN-00394,POL-00231,ASG-00320,Hogar,Robo,2025-08-26,2025-09-05,46241.9,42369.49,0.0,Cierre Sin Consecuencia,Este,El asegurado reporta que su vehiculo fue robado en un estacionamiento sin camaras.,False,Taller El Veloz,P001,4,361,10,5,Guayaquil,46453.63,1
